target
TMEM30B
PSORS1C1
RNF24
GPT2
QDPR
OCEL1
pstS
C1orf94
REG1A
LRRTM3
C11orf87
TSC22D3
RPL37AP8
LINC00858
HOXB8
ANKRD20A9P
BRAT1
VDAC1
PILRA
CT45A5
NAP1L6P
ZNF777
SEMA4A
GPATCH4
wecB
SCMH1
DCTN5
KRTAP20-2
FIBP
LURAP1L
MIR490
CADPS
AHR
ERAP1
RPS2P21
TCL1A
RASGEF1C
EEIG2
CDKN1C
TAS1R1
ADGRA3
CINP
PCSK1
OR51A7
BORCS7
STARD8
HABP2
LYSMD4
SOS2
RNF146
KLF17
RPN1
deoA
CCND3
LINC00208
codA
SOBP
SRPRB
RGS17
prpB
CLEC16A
UBE2F
NALF2
LINC00702
SNORD38B
EIF2AK4
PRR15
TBX3
ACO2
HNRNPA1
MRPL18
SMIM5
DENND4C
NKX2-6
RBM33
NOL4L
IFITM2
accC
NBPF14
ZNF77
INPP5B
EMC4
RNA5SP63
MMACHC
LAMTOR3
NEMP2
PHIP
TMEM41B
FABP7
ODF2L
SLC22A20P
KRTAP22-1
TP53I13
SGPP2
OR2D3
MAGEB10
ADGRE5
POLDIP2
TFR2
SYNE3
BTBD10
KIF24
DPPA2
LYG2
PNO1
SLC6A9
DAP3
LINC00957
SMIM19
AK4
MYD88
KMT2E-AS1
SNRPD3
RAB37
OR2K2
TMEM216
ZNF66
PURPL
EOLA2-DT
LPXN
GOLM2
AOC3
OR4K13
FAXDC2
MARCHF8
MRPL46
SMC2
ADORA1
MIR4508
MFF-DT
BMP8A
CFLAR
SLC35G3
HDAC3
TMSB4X
RNF185
C2orf80
EIF5A
HTR3E
RPS27P19
CRTC3
ZZEF1
BAGE3
CCDC136
OR1M1
ITGA11
LRRC4C
BAIAP3
EP300-AS1
MT1JP
STX12
STAU1
XAF1
DUSP21
STXBP5L
SLC14A1
KRTAP5-9
FAM53B-AS1
SYCE1
TMEM106C
TBC1D10A
PHC1P1
ALB
PNLDC1
CTNND1
IPCEF1
PCAT7
TMEM151B
C11orf86
FAR2P1
WNT2
PSAT1P3
ALAD
TMX4
CHAF1A
CHMP3
RIMOC1
RNF207
LIN52
LINC02026
LHFPL4
CYP2D7
S100G
TRIM5
NDUFB6
H2BC15
ACTR5
GEMIN6
DRGX
MSANTD2
RPS6P25
TAF11
SNORD62B
KRT18P30
ATP6V0D2
MTTP
MOXD1
H2AP
XBP1
CYP3A7-CYP3A51P
EDIL3
ATRAID
RPL36P5
KCNMA1
NPIPB2
BICRAL
LAMB4
PIP5K1C
MBIP
MIR302F
HSF1
GPR176
SELENBP1
MRPL22
POP4
CSNK2B
CIMIP2B
ISY1
GFER
ZBTB48
SNRPD2P2
USP2-AS1
SERPINA5
TLR5
TNFRSF17
OGFR
PATJ
HNRNPA1P36
INHBA-AS1
MIR548AI
pyrB
CDK1
FASTKD5
HN1L
ARF1P1
UBALD2
CCDC47
KRT10
CHRND
SPACA6
LRRK2
PATL2
ESPN
PMCHL2
TNC
LRRC18
OXCT2
JAK3
GALNS
NPHP3-ACAD11
GMCL1
ZNF542P
BZW1
TRMT2A
PTGER3
MTMR1
SLC5A6
SLAMF6
ZNF333
ZNF91
LIG1
PSKH2
LINC00322
C20orf141
LRRC43
MIR570
btuB
DCUN1D3
SCFD1
CTC-338M12.4
FPGS
SYT14
lpdA
LINC00929
OMP
DNAJC27-AS1
ABCC6
LBX2
PSMB5
CNOT9
TAS2R40
FEM1B
ARPC5L
BARX1
MTCO2P12
KCNMB3
RABL2A
ANKRD20A12P
HIF3A
PJVK
CORO7
SNORD64
SLC6A8
OSBPL3
ACBD4
TPBGL
C2CD4A
PTN
PAIP2B
ZNF746
POLR2E
XRCC6P1
HP
RAB3D
KIR3DL3
HCAR1
COX6A1
TPH1
ACLY
TFF1
MYH10
GALM
LINC00630
PDK4
MIR608
NFKBIE
KIAA2013
HTT
MYRIP
TSPAN15
GCNT1
SLC35F6
VNN2
HILPDA
BBIP1
VCAN-AS1
PCAT29
TRNT
TTF1
MEIS3
TNFRSF10D
UBAP1L
RPS10P9
GRIA4
ZNF674-AS1
MAPK10
PSPN
mobA
MIR30C2
H1-10
MAJIN
Slc12a5
PGR
FBXL3
THEMIS
TNFRSF10C
DAP
EPHB2
PLEKHH1
DYRK1A
HMGCS1
CARD11
PUSL1
MYL11
ACTR3-AS1
IGFL4
TM9SF3
KIFBP
MIR26B
RBFOX1
MDP1
agp
MIR193A
NUDT17
EVX2
AKR1B15
FKBP2
LINC00482
ARMC8
LACTB
ACBD5
TMEM74
FER
WDR45B
ZNF610
ARHGEF39
TNN
DEK
C17orf49
NALCN
TSNAX-DISC1
crp
ITPK1-AS1
FGGY
SOX13
MIR600HG
KTN1
GUCA1C
IFNA17
FAM222A
MIR27A
PIK3CD-AS2
LSM10
RRAGB
INTS6-AS1
ANKRD23
SNORD114-2
SPCS3
MARK1
IL10RB-DT
ANXA5
CACNB3
NTN5
LINC02012
RAP1GAP2
MIR802
FBL
KPNA7
RPL12
MKNK1
GPKOW
HMGN4
WSB2
SLC18A1
ALPL
EDARADD
MIR3074
AURKB
GJD2
POLR1B
SNORD116-23
RANBP6
TRMT10A
MTMR9
PLAC8
ZFR2
PITPNM2
KCNH8
DUSP1
RNF8
KCTD3
LCMT1-AS2
ZNF600
VAT1L
DCUN1D5
ABTB2
PKP4
MAP4K1
CDC42BPB
SOWAHB
C3orf33
SLC25A4
SNORD117
DNAH2
HK3
LINC00934
ANKRD13C
DDX43
MFHAS1
MPZL3
PSD3
GSK3A
ZNF7
MTRNR2L9
OR5D14
FRZB
CNKSR3
FAM131B
MAP3K21
CNGA4
ABCD3
CAP1P1
CHST5
RGPD3
ZMYM5
STRN4
FOXCUT
FAM86HP
SNORD14E
CORO1C
BLACAT1
PRR20E
ZNF816
COLQ
MOB3A
NOP56P2
CLEC18B
OGT
AKAP8
KRR1
TUBB1
CAPN9
FNDC3A
MTNR1A
FASTK
LINC00942
CYP17A1
MIR6852
ZNF239
EEFSEC
EDN2
WTAPP1
DHH
TMEM218
ERLIN1
SMIM26
AQP4
panB
RAD51-AS1
CFAP58-DT
AGPAT2
PDXDC2P
MIR378I
glf
CDK2
KLRC4
CLIP3
IMPG1
CTSG
GFUS
ATP5PO
C4A
FGF21
CA12
CRNN
DISP3
LSM7
CALU
MIR1915HG
PAK2
ZNF672
NPIPA7
SNAR-A3
KIT
MTURN
CSNK1A1P1
AKT2
ZNF587B
GSN-AS1
MIR1260A
FHL1
PAN2
LHFPL2
RPL12P14
MIR4455
AURKC
EDDM3A
RGCC
CPNE4
TUBB7P
PGAM5
SLC44A2
BRINP3-DT
CCDC59
KPNA6
ALG6
MAPK11
ZDHHC14
SUPT5H
PREX2
ATP6V0E2-AS1
SNORD115-38
NRTN
SALL4
GK5
LINC00472
HNF1A-AS1
AMIGO3
VN1R5
ERCC5
AKR1C8
EFR3A
SEMA3G
CCL4L1
CACNA1S
RNA5SP336
EEF1DP3
SYAP1
AGAP4
SPAG5
VSIG1
NPIPA8
TAGLN
CERS1
TMEM80
BDNF-AS
CFAP184
HOXD13
MT-ND6
HARS2
MECP2
MIR508
HLA-DMA
LINC01193
ALOX15
CIMAP2
SSR4P1
KRT16
KRTAP13-4
NEIL2
CROCC
RPL31
APOH
NDC80
GIT1
murE
AXDND1
FOXO6
HSD11B1L
SSC5D
PCDHB14
NREP
WT1-AS
TMEM176B
AANAT
APOL3
CERT1
ATRIP
SNORA38B
RASAL2
MRGPRG-AS1
PCGF6
H3C14
SNORD88B
ABTB1
FFAR4
GRAMD1C
TAGLN3
UBE2J2
RFX1
TTC22
VAV3
YLPM1
SDHAF4
SPPL2B
SIX3
HEPACAM2
DDC
MIR4800
IFIT5
CLEC4E
UBIAD1
ANKRD50
TESMIN
DDX25
MNDA
MBL2
COG5
NIFK
HCG25
LAMA2
SNHG10
CTBP1-AS
GRIPAP1
MUC21
RASSF9
NAA30
GAGE2E
SRGN
CDC23
RNU6ATAC
METRNL
CORO6
ZNF343
GRXCR1
THAP1
ATP5IF1
GSDMC
GRK6
TPSD1
ADAMTS9-AS2
CREB5
SKA3
CCDC91
FAM83C
CXCR1
PARP14
PVT1
TMC7
SSX1
DICER1-AS1
SPDYC
OCRL
MCCD1
MUC3A
FH
KCNE4
ZNF444
FICD
MOCOS
CBLL2
LRG1
FGF13
TIGIT
DDX10
SSTR1
PTPN2
FAM110A
MIR222HG
MASP1
SNORD51
HSPE1
RNF32
LINC01239
GREB1
QTRT2
FRRS1
SNORD3D
COX2
CD82
DCX
GBA2
KCNH2
ZRANB2
ADCY5
MEN1
SNORD114-10
PIGA
PTCH2
RNF186
TMCC1-DT
EPS15P1
fabG3
CCT6P1
PBK
RSPH3
MRGPRX1
FOLR2
NR0B1
HTR7
GPC1
TTLL8
CCDC81
glk
TMPO
C1QTNF4
PSMB11
INTS10
NPAT
CDCA7
BIRC3
FASLG
BLK
CYP27C1
RHOBTB2
BBS7
B3GNTL1
PCAT6
RAB3IP
PDPK1
C6orf15
APH1A
C2orf74
WDR12
NUDT1
H6PD
ARL17A
JADE3
KBTBD13
RBMY1J
MBP
MIR877
FEZF2
IPW
PCCB
KIAA0319L
HS6ST3
NRAD1
lysA
RN7SL477P
SOAT1
scpB
PXDNL
metH
TNFRSF9
CNBD1
C9
CAPN11
THOP1
FTH1P12
IFIT2
B3GNT6
PRMT2
CDCP1
TMTC1
FIGNL2
MROH7
CDC14B
RAN
MIR4506
H3C6
CLCA1
GARIN3
MAT1A
CTAGE1
LTF
YPEL3
MT1M
TSPOAP1
APBB3
ACOT6
CIAO2B
C14orf132
GIPR
BGLAP
TELO2
LGI4
SPART-AS1
WASH5P
JAZF1
LMBR1L
PSMC4
C11orf68
AKIP1
P2RX1
CRYBG1
HMGXB4
CD33
LCN12
MIR604
unc-38
PPP1R35
PHC1
MAP1LC3BP1
RNA5SP74
NRG1
LIPE
ARMC5
CLDN24
SNORD66
VRK1
CFAP161
KIR2DS2
CANX
FBXL15
PDE2A
KIF14
POLR3E
LONP1
POLR3G
NPM3
RBL1
RPL10L
RAB5IF
LINC02076
ECEL1
pta
TMEM31
AGAP1-IT1
B4GALT3
LY96
SELE
MCM8
NBN
TMEM63B
SAE1
SOX3
SNORD111
PDIA4
OCM2
FADS1
OTP
SMIM34
CSNK1G1
MOGAT2
GOLGB1
UGGT1
MYBBP1A
MOK
KLRG2
EMP2
TPRG1
HYLS1
TXNDC2
SLC52A1
DDX47
H2AC13
IRX5
CATSPERZ
KLHDC7A
MAILR
TAF9B
PTDSS2
RPS15AP1
VTRNA1-3
PTPN18
NOX4
SNORA80A
OR5V1
ADAM21
CTDSPL
C2CD3
RARS2
CEP55
RSF1
HLCS
pdxA
CANT1
BNIPL
IFNGR1
PITX2
IBSP
B9D2
PRKRIP1
MIR4423
LINC00910
CHCT1
SAA1
HERPUD2-AS1
MRGPRE
TBC1D30
KDM3A
ID1
ATXN7L3B
PLGLB2
PRPF8
SSPOP
ND3
ARHGAP6
rhaD
ZNF92
ZNF782
IFRD1
FTCDNL1
ARFGAP3
CCL20
LINC00881
LINC02593
MIR374A
HNRNPLL
KLK1
NHLRC3
MTIF2
CDK14
PDILT
TPTE2P5
TFCP2L1
AGL
CBY3
MAP7D2
CEP152
ANKFN1
SFMBT1
NDE1
SPDEF
NUP35
KCNE3
ABCC10
MIR4525
SLC16A3
ISYNA1
KRTAP5-8
SNORD31
MIR4433B
TNNI1
IQCJ-SCHIP1
CCDC87
WARS1
CUTC
KRTAP1-1
RNU1-3
AHNAK
APRT
CIZ1
LINC02387
EIF2S3B
STK36
BCKDK
ATP6V1G3
PRH1-PRR4
LILRA6
ELMO1
LINC00907
CFAP92
ZNF620
CHRNA3
ANKZF1
DNAJA3
C2orf49
EFHC2
LINC00967
DPH6
ADAD1
PAPPA-AS1
CHKB-DT
TMEM156
KRTAP24-1
RSPO4
MC5R
GZF1
ANO9
MBD5
PNISR
SGSM2
HSD3B2
NOL7
GHRHR
TSFM
ENAH
RYR2
CIRBP
CDKN2A-AS1
SULF2
PDE9A
PIGM
PGGHG
LINC02731
CTSW
MIR4315-1
WFIKKN2
C17orf58
MIR23C
PLS1
ZBED2
F13B
MAPK4
mutY
SFTPD
THRB-IT1
C6
COX5A
CHAMP1
TUT7
DCTN6-DT
ARPP21
NFKBIA
CPSF3
TET3
PTPN11
oxdC
PTHLH
LINC01586
CCDC149
MB
LINC00670
MID1IP1-AS1
HCN4
HUNK
ZNF90
GPRIN3
NLRC3
KLHL9
KYAT3
POLR2F
BRICD5
NIPA1
DVL1
JAML
MT3
HR
HELLS
PPIL6
SNAR-D
HDAC8
ENOX2
ZNF564
ARID1B
NCR3LG1
SNTA1
LINC02587
SYCP2
LBH
CPT1C
KCNE2
UBA6-DT
DOK4
PM20D2
SNORD82
PRMT8
SCFD2
SYCE2
FENDRR
CACTIN
MUC12
LINC01426
IDI2-AS1
SMC1B
TBCB
DDX59
TNFRSF10A
NRG2
PABIR1
SYT6
RSL1D1
PIWIL2
MAST1
WEE2-AS1
SNHG32
ZNF701
TGS1
MIR539
CTSO
SPTLC2
ABCC8
ENDOV
COLGALT2
INO80B
PRSS45P
RPSAP12
COL4A3
PDK3
SYN3
KIF1A
GUCY1B1
NBPF22P
ATP11A-AS1
C1QA
ZNF320
GRK4
MRPL42P5
BMP7
ZFYVE26
COL1A1
CYP21A2
SMARCE1
PCSK2
KIAA1614-AS1
RPL4P5
NELL1
MRPL36
yfiH
ADCY3
OR4A5
FAM86C1P
ISCU
SNORD3B-1
RAI1
ACAD10
DLGAP1
MT1HL1
NSMAF
ZNF189
MIR28
MATCAP1
OR2A5
PCSK9
VDR
MIRLET7E
POLR1E
TSC22D2
SPATA21
WDFY4
IRF6
RGPD8
RBM46
HHIP
MYH8
BMP5
TTC8
KLC3
NPSR1
MTMR8
ITPKC
EMP3
CLN3
IQCN
SENP8
EGR2
VWDE
GJB1
IL25
LPCAT3
folK
RPS10
YBX1P1
IGHG4
ANKRD20A11P
EXOG
MIR7704
FLNB-AS1
LINC01602
IRAG1
HPN-AS1
LINC00511
VCF1
RNF187
OXGR1
TPGS2
RIPOR3
pabB
LINC01016
CUTALP
NIPBL-DT
LINC02037
MARCHF9
AKR1C6P
PEX14
PHAX
KRTAP19-1
TFAP2B
LINC00602
Cyp3a1
GGN
LINC00431
MIR6807
DDX11L2
KCTD13
RANBP9
RPL17
CATSPER3
NDUFS8
ELANE
OR4D6
DDR2
KLHL23
PLCB2
MIR212
CFAP263
NAALADL2-AS2
RTBDN
P4HTM
MLYCD
GALNT8
C14orf178
COMP
SPANXN3
ACSF3
DANCR
WDR4
SPTSSB
HSBP1L1
PHF2P1
SAMD3
TMEM94
SHISA9
MSTO2P
CCNI2
CDC42-IT1
KCTD2
CD37
SNHG7
SLC3A2
RFC1
ANKRD55
FRMD4B
SYTL4
RPS9P4
EP300
CDK8
MTR
G3BP1
SKP1P2
AHDC1
