,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
133,C[C@H](N)C(=O)N1CCC[C@H]1C(N)=O,CC(N)C(=O)N1CCCC1C(N)=O,"InChI=1S/C8H15N3O2/c1-5(9)8(13)11-4-2-3-6(11)7(10)12/h5-6H,2-4,9H2,1H3,(H2,10,12)",OCUQILXOPJOUAM-UHFFFAOYSA-N,DTXSID60474546,DSSTox_Substance_Id,DTXSID60474546,(2S)-1-[(2S)-2-aminopropanoyl]pyrrolidine-2-carboxamide
134,OC(=O)CC1=NC=CN1,O=C(O)Cc1ncc[nH]1,"InChI=1S/C5H6N2O2/c8-5(9)3-4-6-1-2-7-4/h1-2H,3H2,(H,6,7)(H,8,9)",WUJUYHMGDPTLMG-UHFFFAOYSA-N,DTXSID90172361,DSSTox_Substance_Id,DTXSID90172361,Imidazole-2-acetic acid
135,O=C(CCCC1=CC=CC=C1)NC[C@H]1CCCN1CCC1=CC=CC=C1,O=C(CCCc1ccccc1)NCC1CCCN1CCc1ccccc1,"InChI=1S/C23H30N2O/c26-23(15-7-13-20-9-3-1-4-10-20)24-19-22-14-8-17-25(22)18-16-21-11-5-2-6-12-21/h1-6,9-12,22H,7-8,13-19H2,(H,24,26)",HFTIKXYSNDRVRI-UHFFFAOYSA-N,DTXSID50464254,DSSTox_Substance_Id,DTXSID50464254,4-phenyl-N-[[(2R)-1-(2-phenylethyl)pyrrolidin-2-yl]methyl]butanamide
136,ClC1=C(Cl)C=C(CN2CCC(C2)NC(=O)CCC2=CC=CC=C2)C=C1,O=C(CCc1ccccc1)NC1CCN(Cc2ccc(Cl)c(Cl)c2)C1,"InChI=1S/C20H22Cl2N2O/c21-18-8-6-16(12-19(18)22)13-24-11-10-17(14-24)23-20(25)9-7-15-4-2-1-3-5-15/h1-6,8,12,17H,7,9-11,13-14H2,(H,23,25)",OFIKKUMQKPOBHQ-UHFFFAOYSA-N,DTXSID50460716,DSSTox_Substance_Id,DTXSID50460716,"N-[1-[(3,4-dichlorophenyl)methyl]pyrrolidin-3-yl]-3-phenylpropanamide"
137,O=C(CC1=CC=CC=C1)NC1CCN(CCC2=CC=CC=C2)C1,O=C(Cc1ccccc1)NC1CCN(CCc2ccccc2)C1,"InChI=1S/C20H24N2O/c23-20(15-18-9-5-2-6-10-18)21-19-12-14-22(16-19)13-11-17-7-3-1-4-8-17/h1-10,19H,11-16H2,(H,21,23)",JMTJDERCCHJQLI-UHFFFAOYSA-N,DTXSID60461476,DSSTox_Substance_Id,DTXSID60461476,2-phenyl-N-[1-(2-phenylethyl)pyrrolidin-3-yl]acetamide
138,O=C(CCCC1=CC=CC=C1)NC[C@@H]1CCCN1CCC1=CC=CC=C1,O=C(CCCc1ccccc1)NCC1CCCN1CCc1ccccc1,"InChI=1S/C23H30N2O/c26-23(15-7-13-20-9-3-1-4-10-20)24-19-22-14-8-17-25(22)18-16-21-11-5-2-6-12-21/h1-6,9-12,22H,7-8,13-19H2,(H,24,26)",HFTIKXYSNDRVRI-UHFFFAOYSA-N,DTXSID20458584,DSSTox_Substance_Id,DTXSID20458584,4-phenyl-N-[[(2S)-1-(2-phenylethyl)pyrrolidin-2-yl]methyl]butanamide
139,OC1=C(O)C=C(C=C1)C1OC[C@H]2[C@@H]1COC2C1=CC2=C(OCO2)C=C1,Oc1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1O,"InChI=1S/C19H18O6/c20-14-3-1-10(5-15(14)21)18-12-7-23-19(13(12)8-22-18)11-2-4-16-17(6-11)25-9-24-16/h1-6,12-13,18-21H,7-9H2",CGEORJKFOZSMEZ-UHFFFAOYSA-N,DTXSID20693438,DSSTox_Substance_Id,DTXSID20693438,"4-[(3aR,6aR)-4-(2H-1,3-Benzodioxol-5-yl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]benzene-1,2-diol"
140,O=C1NC2=CC=CC=C2SC1C1=CC=CC=C1,O=C1Nc2ccccc2SC1c1ccccc1,"InChI=1S/C14H11NOS/c16-14-13(10-6-2-1-3-7-10)17-12-9-5-4-8-11(12)15-14/h1-9,13H,(H,15,16)",DLALSZUJBMNOHZ-UHFFFAOYSA-N,DTXSID80284063,DSSTox_Substance_Id,DTXSID80284063,"2-phenyl-4H-1,4-benzothiazin-3-one"
141,COC(=O)CCCC#CCCO,COC(=O)CCCC#CCCO,"InChI=1S/C9H14O3/c1-12-9(11)7-5-3-2-4-6-8-10/h10H,3,5-8H2,1H3",PLHUQXLGDPCPPU-UHFFFAOYSA-N,DTXSID00659537,DSSTox_Substance_Id,DTXSID00659537,Methyl 8-hydroxyoct-5-ynoate
142,OC1=CC=CC=C1C(=O)NCC1=CC=CC=C1,O=C(NCc1ccccc1)c1ccccc1O,"InChI=1S/C14H13NO2/c16-13-9-5-4-8-12(13)14(17)15-10-11-6-2-1-3-7-11/h1-9,16H,10H2,(H,15,17)",FVJQVTFCHRSIMH-UHFFFAOYSA-N,DTXSID00340059,DSSTox_Substance_Id,DTXSID00340059,N-Benzyl-2-hydroxybenzamide
143,CCCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,"InChI=1S/C18H29NO3/c1-3-4-5-6-7-8-9-10-18(21)19-14-15-11-12-16(20)17(13-15)22-2/h11-13,20H,3-10,14H2,1-2H3,(H,19,21)",QLHTWDQJPOTDMV-UHFFFAOYSA-N,DTXSID00185028,DSSTox_Substance_Id,DTXSID00185028,N-Vanillyldecanamide
144,COC1=C(O)C=CC(CC(=O)NCC(COC(=O)C(C)(C)C)CC2=CC=C(C=C2)C(C)(C)C)=C1,COc1cc(CC(=O)NCC(COC(=O)C(C)(C)C)Cc2ccc(C(C)(C)C)cc2)ccc1O,"InChI=1S/C28H39NO5/c1-27(2,3)22-11-8-19(9-12-22)14-21(18-34-26(32)28(4,5)6)17-29-25(31)16-20-10-13-23(30)24(15-20)33-7/h8-13,15,21,30H,14,16-18H2,1-7H3,(H,29,31)",YWXORMONENMNDV-UHFFFAOYSA-N,DTXSID70433629,DSSTox_Substance_Id,DTXSID70433629,"[2-[(4-tert-butylphenyl)methyl]-3-[[2-(4-hydroxy-3-methoxyphenyl)acetyl]amino]propyl] 2,2-dimethylpropanoate"
145,CCCCCCCCCNC(=O)CC1=CC(OC)=C(O)C=C1,CCCCCCCCCNC(=O)Cc1ccc(O)c(OC)c1,"InChI=1S/C18H29NO3/c1-3-4-5-6-7-8-9-12-19-18(21)14-15-10-11-16(20)17(13-15)22-2/h10-11,13,20H,3-9,12,14H2,1-2H3,(H,19,21)",ZJLSZFFLFLFHLB-UHFFFAOYSA-N,DTXSID60148073,DSSTox_Substance_Id,DTXSID60148073,"Benzeneacetamide, 4-hydroxy-3-methoxy-N-nonyl-"
146,CC1=C(C)C=C(CCC(COC(=O)C(C)(C)C)NC(=S)NCC2=CC=C(NS(C)(=O)=O)C=C2)C=C1,Cc1ccc(CCC(COC(=O)C(C)(C)C)NC(=S)NCc2ccc(NS(C)(=O)=O)cc2)cc1C,"InChI=1S/C26H37N3O4S2/c1-18-7-8-20(15-19(18)2)9-14-23(17-33-24(30)26(3,4)5)28-25(34)27-16-21-10-12-22(13-11-21)29-35(6,31)32/h7-8,10-13,15,23,29H,9,14,16-17H2,1-6H3,(H2,27,28,34)",DOXBZTLQXVYVLX-UHFFFAOYSA-N,DTXSID10471909,DSSTox_Substance_Id,DTXSID10471909,"[4-(3,4-dimethylphenyl)-2-[[4-(methanesulfonamido)phenyl]methylcarbamothioylamino]butyl] 2,2-dimethylpropanoate"
147,CC1=C(C)C=C(CC(COC(=O)C(C)(C)C)CN(O)C(=S)NCC2=CC(F)=C(NS(C)(=O)=O)C=C2)C=C1,Cc1ccc(CC(COC(=O)C(C)(C)C)CN(O)C(=S)NCc2ccc(NS(C)(=O)=O)c(F)c2)cc1C,"InChI=1S/C26H36FN3O5S2/c1-17-7-8-19(11-18(17)2)12-21(16-35-24(31)26(3,4)5)15-30(32)25(36)28-14-20-9-10-23(22(27)13-20)29-37(6,33)34/h7-11,13,21,29,32H,12,14-16H2,1-6H3,(H,28,36)",MPSDSTPGUUFZSG-UHFFFAOYSA-N,DTXSID00431759,DSSTox_Substance_Id,DTXSID00431759,"[2-[(3,4-dimethylphenyl)methyl]-3-[[3-fluoro-4-(methanesulfonamido)phenyl]methylcarbamothioyl-hydroxyamino]propyl] 2,2-dimethylpropanoate"
148,O=C(NCC1=CC=CC=C1)NCC1=CC=CC=C1,O=C(NCc1ccccc1)NCc1ccccc1,"InChI=1S/C15H16N2O/c18-15(16-11-13-7-3-1-4-8-13)17-12-14-9-5-2-6-10-14/h1-10H,11-12H2,(H2,16,17,18)",KATOLVAXCGIBLO-UHFFFAOYSA-N,DTXSID3061710,DSSTox_Substance_Id,DTXSID3061710,"N,N′-Bis(phenylmethyl)urea"
149,CCOC(=O)C1=CC(=O)C2=C(O)C=CC=C2O1,CCOC(=O)c1cc(=O)c2c(O)cccc2o1,"InChI=1S/C12H10O5/c1-2-16-12(15)10-6-8(14)11-7(13)4-3-5-9(11)17-10/h3-6,13H,2H2,1H3",ORCWNDBOHDDRSM-UHFFFAOYSA-N,DTXSID50384261,DSSTox_Substance_Id,DTXSID50384261,ethyl 5-hydroxy-4-oxo-4H-chromene-2-carboxylate
150,CC(=O)OCC1=CC2=C(C(=O)C3=C(C=CC=C3OC(C)=O)C2=O)C(OC(C)=O)=C1,CC(=O)OCc1cc(OC(C)=O)c2c(c1)C(=O)c1cccc(OC(C)=O)c1C2=O,"InChI=1S/C21H16O8/c1-10(22)27-9-13-7-15-19(17(8-13)29-12(3)24)21(26)18-14(20(15)25)5-4-6-16(18)28-11(2)23/h4-8H,9H2,1-3H3",XWXLCJZCCDHZGN-UHFFFAOYSA-N,DTXSID50403188,DSSTox_Substance_Id,DTXSID50403188,"3-[(Acetyloxy)methyl]-9,10-dioxo-9,10-dihydroanthracene-1,8-diyl diacetate"
151,[Br-].C=CCN1C=CC=CC1=C[NH+]=O,C=CCN1C=CC=CC1=C=NO,"InChI=1S/C9H10N2O/c1-2-6-11-7-4-3-5-9(11)8-10-12/h2-5,7,12H,1,6H2",LIKSGIFOTORRNE-UHFFFAOYSA-N,DTXSID50694271,DSSTox_Substance_Id,DTXSID50694271,Oxo{[1-(prop-2-en-1-yl)pyridin-2(1H)-ylidene]methyl}ammonium bromide
152,OC1=CC=CC2=C1C(=O)C1=C(C=C(CCl)C=C1O)C2=O,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CCl)cc21,"InChI=1S/C15H9ClO4/c16-6-7-4-9-13(11(18)5-7)15(20)12-8(14(9)19)2-1-3-10(12)17/h1-5,17-18H,6H2",PVPRIEHLFWYCOF-UHFFFAOYSA-N,DTXSID80509627,DSSTox_Substance_Id,DTXSID80509627,"3-(Chloromethyl)-1,8-dihydroxyanthracene-9,10-dione"
153,COC1=CC=CC2=C1C(=O)C1=C(C=C(C=C1OC)C(O)=O)C2=O,COc1cccc2c1C(=O)c1c(OC)cc(C(=O)O)cc1C2=O,"InChI=1S/C17H12O6/c1-22-11-5-3-4-9-13(11)16(19)14-10(15(9)18)6-8(17(20)21)7-12(14)23-2/h3-7H,1-2H3,(H,20,21)",YDGGLCBSMFIEFV-UHFFFAOYSA-N,DTXSID90433545,DSSTox_Substance_Id,DTXSID90433545,"2-Anthracenecarboxylic acid, 9,10-dihydro-4,5-dimethoxy-9,10-dioxo-"
154,[Br-].BrCCCCCC[N+]1=CC=CC=C1,BrCCCCCC[n+]1ccccc1,"InChI=1S/C11H17BrN/c12-8-4-1-2-5-9-13-10-6-3-7-11-13/h3,6-7,10-11H,1-2,4-5,8-9H2/q+1",INTPYIHZFBFLIR-UHFFFAOYSA-N,DTXSID90539854,DSSTox_Substance_Id,DTXSID90539854,1-(6-Bromohexyl)pyridin-1-ium bromide
155,[Br-].O=[NH+]C=C1C=CN(CC2=CC=CC=C2)C=C1,ON=C=C1C=CN(Cc2ccccc2)C=C1,"InChI=1S/C13H12N2O/c16-14-10-12-6-8-15(9-7-12)11-13-4-2-1-3-5-13/h1-9,16H,11H2",ONNSKKQEVPUWBI-UHFFFAOYSA-N,DTXSID40659490,DSSTox_Substance_Id,DTXSID40659490,[(1-Benzylpyridin-4(1H)-ylidene)methyl](oxo)ammonium bromide
156,[I-].C[N+]1=CC=CC(\C=N\O)=C1,C[n+]1cccc(C=NO)c1,"InChI=1S/C7H8N2O/c1-9-4-2-3-7(6-9)5-8-10/h2-6H,1H3/p+1",SPYJUIMDKHYNQY-UHFFFAOYSA-O,DTXSID40558999,DSSTox_Substance_Id,DTXSID40558999,3-[(E)-(Hydroxyimino)methyl]-1-methylpyridin-1-ium iodide
157,[I-].C[N+]1=CC=C(NC(=O)NC2=CC=CC3=CC=CC=C23)C=C1,C[n+]1ccc(NC(=O)Nc2cccc3ccccc23)cc1,"InChI=1S/C17H15N3O/c1-20-11-9-14(10-12-20)18-17(21)19-16-8-4-6-13-5-2-3-7-15(13)16/h2-12H,1H3,(H,19,21)/p+1",AEZHSZIKAYFKIR-UHFFFAOYSA-O,DTXSID80658604,DSSTox_Substance_Id,DTXSID80658604,1-Methyl-4-{[(naphthalen-1-yl)carbamoyl]amino}pyridin-1-ium iodide
158,Cl.CN1CCC(=CC1)C1=CC=CC=C1,CN1CC=C(c2ccccc2)CC1,"InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3",PLRACCBDVIHHLZ-UHFFFAOYSA-N,DTXSID5044077,DSSTox_Substance_Id,DTXSID5044077,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine hydrochloride"
159,NCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,NCCCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2,"InChI=1S/C21H31N3/c22-15-9-3-1-2-4-10-16-23-21-17-11-5-7-13-19(17)24-20-14-8-6-12-18(20)21/h5,7,11,13H,1-4,6,8-10,12,14-16,22H2,(H,23,24)",LFBAUYQQFKFFCF-UHFFFAOYSA-N,DTXSID10349679,DSSTox_Substance_Id,DTXSID10349679,"N'-(1,2,3,4-tetrahydroacridin-9-yl)octane-1,8-diamine"
160,[I-].CN1C=CC(=C[NH+]=O)C=C1,CN1C=CC(=C=NO)C=C1,"InChI=1S/C7H8N2O/c1-9-4-2-7(3-5-9)6-8-10/h2-5,10H,1H3",WZWDMNHORBGNGZ-UHFFFAOYSA-N,DTXSID00482226,DSSTox_Substance_Id,DTXSID00482226,[(1-Methylpyridin-4(1H)-ylidene)methyl](oxo)ammonium iodide
161,CC1=C(C)C=C2C(C)=NC(N=C(N)N)=NC2=C1,Cc1cc2[nH]c(=NC(=N)N)nc(C)c2cc1C,"InChI=1S/C12H15N5/c1-6-4-9-8(3)15-12(17-11(13)14)16-10(9)5-7(6)2/h4-5H,1-3H3,(H4,13,14,15,16,17)",JFQDHSRWWLJCBV-UHFFFAOYSA-N,DTXSID30386127,DSSTox_Substance_Id,DTXSID30386127,GNF-Pf-1241
162,CCCCCCNC(=O)N1C=CC(=O)NC1=O,CCCCCCNC(=O)n1ccc(=O)[nH]c1=O,"InChI=1S/C11H17N3O3/c1-2-3-4-5-7-12-10(16)14-8-6-9(15)13-11(14)17/h6,8H,2-5,7H2,1H3,(H,12,16)(H,13,15,17)",URIQHRVESCIELP-UHFFFAOYSA-N,DTXSID20436680,DSSTox_Substance_Id,DTXSID20436680,"N-hexyl-2,4-dioxopyrimidine-1-carboxamide"
163,CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)[C@@H]1C[C@H](CCC2=NC3=CC(=CC=C3N2)C(C)(C)C)C1,CC(C)N(CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O)C1CC(CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1,"InChI=1S/C30H42N8O3/c1-16(2)37(13-22-25(39)26(40)29(41-22)38-15-34-24-27(31)32-14-33-28(24)38)19-10-17(11-19)6-9-23-35-20-8-7-18(30(3,4)5)12-21(20)36-23/h7-8,12,14-17,19,22,25-26,29,39-40H,6,9-11,13H2,1-5H3,(H,35,36)(H2,31,32,33)",LXFOLMYKSYSZQS-UHFFFAOYSA-N,DTXSID20720950,DSSTox_Substance_Id,DTXSID20720950,Pinometostat
164,NC1=CC(SC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)=CC=C1,N=c1[nH]cnc2c1ncn2C1OC(CSc2cccc(N)c2)C(O)C1O,"InChI=1S/C16H18N6O3S/c17-8-2-1-3-9(4-8)26-5-10-12(23)13(24)16(25-10)22-7-21-11-14(18)19-6-20-15(11)22/h1-4,6-7,10,12-13,16,23-24H,5,17H2,(H2,18,19,20)",NDGWFCVAYOISNC-UHFFFAOYSA-N,DTXSID70733590,DSSTox_Substance_Id,DTXSID70733590,5'-S-(3-Aminophenyl)-5'-thioadenosine
165,CC(C)N(C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,CC(C)N(C)CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,"InChI=1S/C14H22N6O3/c1-7(2)19(3)4-8-10(21)11(22)14(23-8)20-6-18-9-12(15)16-5-17-13(9)20/h5-8,10-11,14,21-22H,4H2,1-3H3,(H2,15,16,17)",CULLPUHNUGPVEB-UHFFFAOYSA-N,DTXSID20825813,DSSTox_Substance_Id,DTXSID20825813,5'-Deoxy-5'-[methyl(propan-2-yl)amino]adenosine
166,OP(O)(=O)OC1=CC=CC=C1,O=[PH](=O)(O)Oc1ccccc1,"InChI=1S/C6H6O4P/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)",YIBJSEDRSIOEGJ-UHFFFAOYSA-N,DTXSID6044981,DSSTox_Substance_Id,DTXSID6044981,Phenyl dihydrogen phosphate
167,NC(=N)CCCC1=CN=CN1,N=C(N)CCCc1c[nH]cn1,"InChI=1S/C7H12N4/c8-7(9)3-1-2-6-4-10-5-11-6/h4-5H,1-3H2,(H3,8,9)(H,10,11)",DXLYSPKZUXSVKN-UHFFFAOYSA-N,DTXSID10436391,DSSTox_Substance_Id,DTXSID10436391,1H-Imidazole-4-butanimidamide
168,O=C(CC1=CC=CC=C1)NCCC1=CN=CN1,O=C(Cc1ccccc1)NCCc1c[nH]cn1,"InChI=1S/C13H15N3O/c17-13(8-11-4-2-1-3-5-11)15-7-6-12-9-14-10-16-12/h1-5,9-10H,6-8H2,(H,14,16)(H,15,17)",NVQPCTZTCWXYIH-UHFFFAOYSA-N,DTXSID10429026,DSSTox_Substance_Id,DTXSID10429026,N-[2-(1H-imidazol-5-yl)ethyl]-2-phenylacetamide
169,CCCC1=CC=C(C=C1)C1=CN=C(N1)SCCC1=CN=CN1,CCCc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,"InChI=1S/C17H20N4S/c1-2-3-13-4-6-14(7-5-13)16-11-19-17(21-16)22-9-8-15-10-18-12-20-15/h4-7,10-12H,2-3,8-9H2,1H3,(H,18,20)(H,19,21)",URBTVSJDFXZLFS-UHFFFAOYSA-N,DTXSID90632374,DSSTox_Substance_Id,DTXSID90632374,2-{[2-(1H-Imidazol-5-yl)ethyl]sulfanyl}-5-(4-propylphenyl)-1H-imidazole
170,NCCC(=O)NCCC1=CN=CN1,NCCC(=O)NCCc1c[nH]cn1,"InChI=1S/C8H14N4O/c9-3-1-8(13)11-4-2-7-5-10-6-12-7/h5-6H,1-4,9H2,(H,10,12)(H,11,13)",ANRUJJLGVODXIK-UHFFFAOYSA-N,DTXSID90205421,DSSTox_Substance_Id,DTXSID90205421,Carcinine
171,CN1C=NC=C1CCN,Cn1cncc1CCN,"InChI=1S/C6H11N3/c1-9-5-8-4-6(9)2-3-7/h4-5H,2-3,7H2,1H3",CPAGZVLINCPJEH-UHFFFAOYSA-N,DTXSID10214651,DSSTox_Substance_Id,DTXSID10214651,3-Methylhistamine
172,COC1=CC2=C3C=C1OC1=C4OCOC4=CC4=C1[C@H](CC1=CC=C(OC5=C(OC)C=CC(C[C@H]3N(C)CC2)=C5)C=C1)N(C)CC4,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,"InChI=1S/C37H38N2O6/c1-38-13-11-24-18-31(41-4)33-20-27(24)28(38)16-23-7-10-30(40-3)32(17-23)44-26-8-5-22(6-9-26)15-29-35-25(12-14-39(29)2)19-34-36(37(35)45-33)43-21-42-34/h5-10,17-20,28-29H,11-16,21H2,1-4H3",YVPXVXANRNDGTA-UHFFFAOYSA-N,DTXSID6045957,DSSTox_Substance_Id,DTXSID6045957,Cepharanthine
173,CC1=NC=C(CO)C(C)=C1O,Cc1ncc(CO)c(C)c1O,"InChI=1S/C8H11NO2/c1-5-7(4-10)3-9-6(2)8(5)11/h3,10-11H,4H2,1-2H3",KKOWAYISKWGDBG-UHFFFAOYSA-N,DTXSID50209849,DSSTox_Substance_Id,DTXSID50209849,4-Deoxypyridoxine
174,CC(C)=CCC1=C(O)C=C2OC(=O)C3=C(OC4=C3C=CC(O)=C4CC=C(C)C)C2=C1,CC(C)=CCc1cc2c(cc1O)oc(=O)c1c3ccc(O)c(CC=C(C)C)c3oc21,"InChI=1S/C25H24O5/c1-13(2)5-7-15-11-18-21(12-20(15)27)29-25(28)22-17-9-10-19(26)16(8-6-14(3)4)23(17)30-24(18)22/h5-6,9-12,26-27H,7-8H2,1-4H3",VKQDWKDFIFTOSW-UHFFFAOYSA-N,DTXSID80166350,DSSTox_Substance_Id,DTXSID80166350,Sigmoidin K
175,[O-][N+](=O)C1=CC=C(C=C1)C(=O)NC1=NC2=CC=CC=C2N1,O=C(N=c1[nH]c2ccccc2[nH]1)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C14H10N4O3/c19-13(9-5-7-10(8-6-9)18(20)21)17-14-15-11-3-1-2-4-12(11)16-14/h1-8H,(H2,15,16,17,19)",ATJLQYUJQCDLFC-UHFFFAOYSA-N,DTXSID40190338,DSSTox_Substance_Id,DTXSID40190338,"Benzamide, N-1H-benzimidazol-2-yl-4-nitro-"
176,OC(=O)CC(=O)C(O)=O,O=C(O)CC(=O)C(=O)O,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)",KHPXUQMNIQBQEV-UHFFFAOYSA-N,DTXSID8021646,DSSTox_Substance_Id,DTXSID8021646,2-Oxobutanedioic acid
177,CNCCC1=CC=C(OCC2=CC=CC=C2)C=C1,CNCCc1ccc(OCc2ccccc2)cc1,"InChI=1S/C16H19NO/c1-17-12-11-14-7-9-16(10-8-14)18-13-15-5-3-2-4-6-15/h2-10,17H,11-13H2,1H3",BRJKEMHRRBVZST-UHFFFAOYSA-N,DTXSID70469165,DSSTox_Substance_Id,DTXSID70469165,2-(4-(BENZYLOXY)PHENYL)-N-METHYLETHANAMINE
178,NCCC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,NCCc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,"InChI=1S/C14H12I3NO2/c15-10-7-9(1-2-13(10)19)20-14-11(16)5-8(3-4-18)6-12(14)17/h1-2,5-7,19H,3-4,18H2",KIXGKGGCXPSNDX-UHFFFAOYSA-N,DTXSID40197100,DSSTox_Substance_Id,DTXSID40197100,"3,3',5-Triiodothyronamine"
179,NCCC1=CC=C(OC2=CC=CC=C2)C=C1,NCCc1ccc(Oc2ccccc2)cc1,"InChI=1S/C14H15NO/c15-11-10-12-6-8-14(9-7-12)16-13-4-2-1-3-5-13/h1-9H,10-11,15H2",JNHPLGDXCJAUBX-UHFFFAOYSA-N,DTXSID00152134,DSSTox_Substance_Id,DTXSID00152134,4-Phenoxyphenethylamine
180,Cl.NCCC1=CC(I)=C(OC2=CC=C(O)C=C2)C=C1,NCCc1ccc(Oc2ccc(O)cc2)c(I)c1,"InChI=1S/C14H14INO2/c15-13-9-10(7-8-16)1-6-14(13)18-12-4-2-11(17)3-5-12/h1-6,9,17H,7-8,16H2",XIINYOJWNGOUPF-UHFFFAOYSA-N,DTXSID40675978,DSSTox_Substance_Id,DTXSID40675978,4-[4-(2-Aminoethyl)-2-iodophenoxy]phenol--hydrogen chloride (1/1)
181,NCCC1=CC=C(OCC2=CC=CC=C2)C=C1,NCCc1ccc(OCc2ccccc2)cc1,"InChI=1S/C15H17NO/c16-11-10-13-6-8-15(9-7-13)17-12-14-4-2-1-3-5-14/h1-9H,10-12,16H2",MKKMZZXGIORPMU-UHFFFAOYSA-N,DTXSID50276793,DSSTox_Substance_Id,DTXSID50276793,2-(4-benzyloxy-phenyl)-ethylamine
182,NCCC1=CC(I)=C(OC2=CC=C(O)C=C2)C(I)=C1,NCCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1,"InChI=1S/C14H13I2NO2/c15-12-7-9(5-6-17)8-13(16)14(12)19-11-3-1-10(18)2-4-11/h1-4,7-8,18H,5-6,17H2",VRTFFYRVOATSBT-UHFFFAOYSA-N,DTXSID20461114,DSSTox_Substance_Id,DTXSID20461114,"4-[4-(2-aminoethyl)-2,6-diiodophenoxy]phenol"
183,C(CC1=CC=C(OCC2=CC=CC=C2)C=C1)NCC1=CC=CC=C1,c1ccc(CNCCc2ccc(OCc3ccccc3)cc2)cc1,"InChI=1S/C22H23NO/c1-3-7-20(8-4-1)17-23-16-15-19-11-13-22(14-12-19)24-18-21-9-5-2-6-10-21/h1-14,23H,15-18H2",XBGMECOKYONDPM-UHFFFAOYSA-N,DTXSID30329751,DSSTox_Substance_Id,DTXSID30329751,N-benzyl-2-(4-phenylmethoxyphenyl)ethanamine
184,ClC1=CC=CC(NC(=O)C2=CC(Cl)=C(Cl)C=C2)=C1,O=C(Nc1cccc(Cl)c1)c1ccc(Cl)c(Cl)c1,"InChI=1S/C13H8Cl3NO/c14-9-2-1-3-10(7-9)17-13(18)8-4-5-11(15)12(16)6-8/h1-7H,(H,17,18)",RBZVZZUGJGEEON-UHFFFAOYSA-N,DTXSID80278280,DSSTox_Substance_Id,DTXSID80278280,"3,4-dichloro-N-(3-chlorophenyl)benzamide"
185,NCCC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,NCCc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,"InChI=1S/C14H11I4NO2/c15-9-5-8(6-10(16)13(9)20)21-14-11(17)3-7(1-2-19)4-12(14)18/h3-6,20H,1-2,19H2",NMRKJTPVKAFIII-UHFFFAOYSA-N,DTXSID70189230,DSSTox_Substance_Id,DTXSID70189230,Thyroxamine
186,NCCC1=CC=C(OC2=CC=C(O)C=C2)C=C1,NCCc1ccc(Oc2ccc(O)cc2)cc1,"InChI=1S/C14H15NO2/c15-10-9-11-1-5-13(6-2-11)17-14-7-3-12(16)4-8-14/h1-8,16H,9-10,15H2",OVUVNKDANCKDCK-UHFFFAOYSA-N,DTXSID60198174,DSSTox_Substance_Id,DTXSID60198174,Thyronamine
187,Cl.NCCC1=CC=C(OC2=CC=CC=C2)C=C1,NCCc1ccc(Oc2ccccc2)cc1,"InChI=1S/C14H15NO/c15-11-10-12-6-8-14(9-7-12)16-13-4-2-1-3-5-13/h1-9H,10-11,15H2",JNHPLGDXCJAUBX-UHFFFAOYSA-N,DTXSID30468215,DSSTox_Substance_Id,DTXSID30468215,2-(4-phenoxyphenyl)ethanamine Hydrochloride
