,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CC(C)C[C@H](NC(=O)C(O)C(N)CC1=CC=C(Cl)C=C1)C(O)=O,CC(C)CC(NC(=O)C(O)C(N)Cc1ccc(Cl)cc1)C(=O)O,"InChI=1S/C16H23ClN2O4/c1-9(2)7-13(16(22)23)19-15(21)14(20)12(18)8-10-3-5-11(17)6-4-10/h3-6,9,12-14,20H,7-8,18H2,1-2H3,(H,19,21)(H,22,23)",QOAZZKLGKZIHIQ-UHFFFAOYSA-N,DTXSID90742184,DSSTox_Substance_Id,DTXSID90742184,N-[3-Amino-4-(4-chlorophenyl)-2-hydroxybutanoyl]-L-leucine
1,CC(=O)C1=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=CC=C1,CC(=O)c1cccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)c1,"InChI=1S/C23H22N2O2/c1-18(26)21-13-8-14-22(15-21)24-23(27)25(16-19-9-4-2-5-10-19)17-20-11-6-3-7-12-20/h2-15H,16-17H2,1H3,(H,24,27)",IWLQENQDBDKROZ-UHFFFAOYSA-N,DTXSID20608163,DSSTox_Substance_Id,DTXSID20608163,"N'-(3-Acetylphenyl)-N,N-dibenzylurea"
2,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC=CC(C)=C1,CCCCN(Cc1ccccc1)C(=O)Nc1cccc(C)c1,"InChI=1S/C19H24N2O/c1-3-4-13-21(15-17-10-6-5-7-11-17)19(22)20-18-12-8-9-16(2)14-18/h5-12,14H,3-4,13,15H2,1-2H3,(H,20,22)",QUMQURXEFSSGLJ-UHFFFAOYSA-N,DTXSID90547873,DSSTox_Substance_Id,DTXSID90547873,N-Benzyl-N-butyl-N'-(3-methylphenyl)urea
3,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC=CC=C1[N+]([O-])=O,CCCCN(Cc1ccccc1)C(=O)Nc1ccccc1[N+](=O)[O-],"InChI=1S/C18H21N3O3/c1-2-3-13-20(14-15-9-5-4-6-10-15)18(22)19-16-11-7-8-12-17(16)21(23)24/h4-12H,2-3,13-14H2,1H3,(H,19,22)",VGHQXGPVLGDSKU-UHFFFAOYSA-N,DTXSID30568880,DSSTox_Substance_Id,DTXSID30568880,N-Benzyl-N-butyl-N'-(2-nitrophenyl)urea
4,CCOC(=O)C1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,CCOC(=O)c1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,"InChI=1S/C24H24N2O3/c1-2-29-23(27)21-13-15-22(16-14-21)25-24(28)26(17-19-9-5-3-6-10-19)18-20-11-7-4-8-12-20/h3-16H,2,17-18H2,1H3,(H,25,28)",GYXKHORJEDYMBH-UHFFFAOYSA-N,DTXSID70589559,DSSTox_Substance_Id,DTXSID70589559,Ethyl 4-[(dibenzylcarbamoyl)amino]benzoate
5,CCCCN(CCCC)C(=O)NC1=CC=CC(=C1)C(C)=O,CCCCN(CCCC)C(=O)Nc1cccc(C(C)=O)c1,"InChI=1S/C17H26N2O2/c1-4-6-11-19(12-7-5-2)17(21)18-16-10-8-9-15(13-16)14(3)20/h8-10,13H,4-7,11-12H2,1-3H3,(H,18,21)",ISSZSDVLXPEONC-UHFFFAOYSA-N,DTXSID20608143,DSSTox_Substance_Id,DTXSID20608143,"N'-(3-Acetylphenyl)-N,N-dibutylurea"
6,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC=CC=C1C,CCCCN(Cc1ccccc1)C(=O)Nc1ccccc1C,"InChI=1S/C19H24N2O/c1-3-4-14-21(15-17-11-6-5-7-12-17)19(22)20-18-13-9-8-10-16(18)2/h5-13H,3-4,14-15H2,1-2H3,(H,20,22)",SXXGWNNIVJZDPD-UHFFFAOYSA-N,DTXSID30547872,DSSTox_Substance_Id,DTXSID30547872,N-Benzyl-N-butyl-N'-(2-methylphenyl)urea
7,CCCCN(CCCC)C(=O)NC1=CC=C(OC)C=C1,CCCCN(CCCC)C(=O)Nc1ccc(OC)cc1,"InChI=1S/C16H26N2O2/c1-4-6-12-18(13-7-5-2)16(19)17-14-8-10-15(20-3)11-9-14/h8-11H,4-7,12-13H2,1-3H3,(H,17,19)",OMLOKUUYXXMXED-UHFFFAOYSA-N,DTXSID20393628,DSSTox_Substance_Id,DTXSID20393628,"Urea, N,N-dibutyl-N'-(4-methoxyphenyl)-"
8,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC(Cl)=CC(Cl)=C1,CCCCN(Cc1ccccc1)C(=O)Nc1cc(Cl)cc(Cl)c1,"InChI=1S/C18H20Cl2N2O/c1-2-3-9-22(13-14-7-5-4-6-8-14)18(23)21-17-11-15(19)10-16(20)12-17/h4-8,10-12H,2-3,9,13H2,1H3,(H,21,23)",AGYWMLJGOQMPDZ-UHFFFAOYSA-N,DTXSID40547883,DSSTox_Substance_Id,DTXSID40547883,"N-Benzyl-N-butyl-N'-(3,5-dichlorophenyl)urea"
9,CC1=CC=CC=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,Cc1ccccc1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H22N2O/c1-18-10-8-9-15-21(18)23-22(25)24(16-19-11-4-2-5-12-19)17-20-13-6-3-7-14-20/h2-15H,16-17H2,1H3,(H,23,25)",YMEBJDUJFQLXEE-UHFFFAOYSA-N,DTXSID80393508,DSSTox_Substance_Id,DTXSID80393508,"1,1-dibenzyl-3-(2-methylphenyl)urea"
10,CCCCN(CCCC)C(=O)NC1=CC(Cl)=C(C)C=C1,CCCCN(CCCC)C(=O)Nc1ccc(C)c(Cl)c1,"InChI=1S/C16H25ClN2O/c1-4-6-10-19(11-7-5-2)16(20)18-14-9-8-13(3)15(17)12-14/h8-9,12H,4-7,10-11H2,1-3H3,(H,18,20)",OMASQHUUTHNKFZ-UHFFFAOYSA-N,DTXSID90402397,DSSTox_Substance_Id,DTXSID90402397,ST50550206
11,CCCCN(CCCC)C(=O)NC1=CC(Cl)=C(F)C=C1,CCCCN(CCCC)C(=O)Nc1ccc(F)c(Cl)c1,"InChI=1S/C15H22ClFN2O/c1-3-5-9-19(10-6-4-2)15(20)18-12-7-8-14(17)13(16)11-12/h7-8,11H,3-6,9-10H2,1-2H3,(H,18,20)",UGGUHCFBTAXWBV-UHFFFAOYSA-N,DTXSID90608150,DSSTox_Substance_Id,DTXSID90608150,"N,N-Dibutyl-N'-(3-chloro-4-fluorophenyl)urea"
12,CCCCN(CC1=CC=CC=C1)C(=O)NC1=C(C)C=C(C)C=C1C,CCCCN(Cc1ccccc1)C(=O)Nc1c(C)cc(C)cc1C,"InChI=1S/C21H28N2O/c1-5-6-12-23(15-19-10-8-7-9-11-19)21(24)22-20-17(3)13-16(2)14-18(20)4/h7-11,13-14H,5-6,12,15H2,1-4H3,(H,22,24)",LIEOQKOTIYVPKN-UHFFFAOYSA-N,DTXSID60547880,DSSTox_Substance_Id,DTXSID60547880,"N-Benzyl-N-butyl-N'-(2,4,6-trimethylphenyl)urea"
13,CCCCN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"InChI=1S/C12H16Cl2N2O/c1-3-4-7-16(2)12(17)15-9-5-6-10(13)11(14)8-9/h5-6,8H,3-4,7H2,1-2H3,(H,15,17)",CCGPUGMWYLICGL-UHFFFAOYSA-N,DTXSID4042200,DSSTox_Substance_Id,DTXSID4042200,Neburon
14,CCCCN(CCCC)C(=O)NC1=CC=CC(C)=C1C,CCCCN(CCCC)C(=O)Nc1cccc(C)c1C,"InChI=1S/C17H28N2O/c1-5-7-12-19(13-8-6-2)17(20)18-16-11-9-10-14(3)15(16)4/h9-11H,5-8,12-13H2,1-4H3,(H,18,20)",UDLKXNXWTYTJQQ-UHFFFAOYSA-N,DTXSID40400060,DSSTox_Substance_Id,DTXSID40400060,"Urea, N,N-dibutyl-N'-(2,3-dimethylphenyl)-"
15,CCCCN(CCCC)C(=O)NC1=C(C)C=C(C)C=C1,CCCCN(CCCC)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C17H28N2O/c1-5-7-11-19(12-8-6-2)17(20)18-16-10-9-14(3)13-15(16)4/h9-10,13H,5-8,11-12H2,1-4H3,(H,18,20)",YDJQZYQGJJCDEA-UHFFFAOYSA-N,DTXSID90403167,DSSTox_Substance_Id,DTXSID90403167,"1,1-dibutyl-3-(2,4-dimethylphenyl)urea"
16,CCCCN(CCCC)C(=O)NC1=C(C)C=CC(C)=C1,CCCCN(CCCC)C(=O)Nc1cc(C)ccc1C,"InChI=1S/C17H28N2O/c1-5-7-11-19(12-8-6-2)17(20)18-16-13-14(3)9-10-15(16)4/h9-10,13H,5-8,11-12H2,1-4H3,(H,18,20)",VDVRHWZOECBDLD-UHFFFAOYSA-N,DTXSID90392168,DSSTox_Substance_Id,DTXSID90392168,"Urea, N,N-dibutyl-N'-(2,5-dimethylphenyl)-"
17,CCCCN(CCCC)C(=O)NC1=CC(C)=CC(C)=C1,CCCCN(CCCC)C(=O)Nc1cc(C)cc(C)c1,"InChI=1S/C17H28N2O/c1-5-7-9-19(10-8-6-2)17(20)18-16-12-14(3)11-15(4)13-16/h11-13H,5-10H2,1-4H3,(H,18,20)",KDTQCDBWMYEEKM-UHFFFAOYSA-N,DTXSID00399229,DSSTox_Substance_Id,DTXSID00399229,ST50550906
18,CC1=C(C)C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=CC=C1,Cc1cccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)c1C,"InChI=1S/C23H24N2O/c1-18-10-9-15-22(19(18)2)24-23(26)25(16-20-11-5-3-6-12-20)17-21-13-7-4-8-14-21/h3-15H,16-17H2,1-2H3,(H,24,26)",VZSZQHIQEBFQCB-UHFFFAOYSA-N,DTXSID90408258,DSSTox_Substance_Id,DTXSID90408258,"1,1-dibenzyl-3-(2,3-dimethylphenyl)urea"
19,CCCCN(CCCC)C(=O)NC1=CC=CC=C1,CCCCN(CCCC)C(=O)Nc1ccccc1,"InChI=1S/C15H24N2O/c1-3-5-12-17(13-6-4-2)15(18)16-14-10-8-7-9-11-14/h7-11H,3-6,12-13H2,1-2H3,(H,16,18)",VLAGNIMOLLTGGE-UHFFFAOYSA-N,DTXSID60296927,DSSTox_Substance_Id,DTXSID60296927,"1,1-Dibutyl-3-phenylurea"
20,COC1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,COc1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,"InChI=1S/C22H22N2O2/c1-26-21-14-12-20(13-15-21)23-22(25)24(16-18-8-4-2-5-9-18)17-19-10-6-3-7-11-19/h2-15H,16-17H2,1H3,(H,23,25)",GTAZWVNPSJYNIY-UHFFFAOYSA-N,DTXSID80395446,DSSTox_Substance_Id,DTXSID80395446,"1,1-dibenzyl-3-(4-methoxyphenyl)urea"
21,CC1=CC(C)=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C(C)=C1,Cc1cc(C)c(NC(=O)N(Cc2ccccc2)Cc2ccccc2)c(C)c1,"InChI=1S/C24H26N2O/c1-18-14-19(2)23(20(3)15-18)25-24(27)26(16-21-10-6-4-7-11-21)17-22-12-8-5-9-13-22/h4-15H,16-17H2,1-3H3,(H,25,27)",PUESRTPEYCCVDE-UHFFFAOYSA-N,DTXSID80608164,DSSTox_Substance_Id,DTXSID80608164,"N,N-Dibenzyl-N'-(2,4,6-trimethylphenyl)urea"
22,CCCCN(CCCC)C(=O)NC1=CC(C)=C(C)C=C1,CCCCN(CCCC)C(=O)Nc1ccc(C)c(C)c1,"InChI=1S/C17H28N2O/c1-5-7-11-19(12-8-6-2)17(20)18-16-10-9-14(3)15(4)13-16/h9-10,13H,5-8,11-12H2,1-4H3,(H,18,20)",AIYSSRSKDGVHAF-UHFFFAOYSA-N,DTXSID60392650,DSSTox_Substance_Id,DTXSID60392650,"1,1-dibutyl-3-(3,4-dimethylphenyl)urea"
23,CCC(C)N(C(C)CC)C(=O)NC1=C(C)C=C(C)C=C1,CCC(C)N(C(=O)Nc1ccc(C)cc1C)C(C)CC,"InChI=1S/C17H28N2O/c1-7-14(5)19(15(6)8-2)17(20)18-16-10-9-12(3)11-13(16)4/h9-11,14-15H,7-8H2,1-6H3,(H,18,20)",RXHMMZUNGFNBMA-UHFFFAOYSA-N,DTXSID60589482,DSSTox_Substance_Id,DTXSID60589482,"N,N-Dibutan-2-yl-N'-(2,4-dimethylphenyl)urea"
24,CCCCN(CCCC)C(=O)NC1=CC=CC=C1C,CCCCN(CCCC)C(=O)Nc1ccccc1C,"InChI=1S/C16H26N2O/c1-4-6-12-18(13-7-5-2)16(19)17-15-11-9-8-10-14(15)3/h8-11H,4-7,12-13H2,1-3H3,(H,17,19)",JDPKNNMXLNFCSQ-UHFFFAOYSA-N,DTXSID50400677,DSSTox_Substance_Id,DTXSID50400677,"Urea, N,N-dibutyl-N'-(2-methylphenyl)-"
25,CC(CCN(CCC(C)CC(C)(C)C)C(=O)NC1=C(C)C=C(C)C=C1)CC(C)(C)C,Cc1ccc(NC(=O)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)c(C)c1,"InChI=1S/C27H48N2O/c1-20-11-12-24(23(4)17-20)28-25(30)29(15-13-21(2)18-26(5,6)7)16-14-22(3)19-27(8,9)10/h11-12,17,21-22H,13-16,18-19H2,1-10H3,(H,28,30)",ZXECXNOJDGKRGR-UHFFFAOYSA-N,DTXSID60608147,DSSTox_Substance_Id,DTXSID60608147,"N'-(2,4-Dimethylphenyl)-N,N-bis(3,5,5-trimethylhexyl)urea"
26,CCCCN(CCCC)C(=O)NC1=CC=C(CCCC)C=C1,CCCCc1ccc(NC(=O)N(CCCC)CCCC)cc1,"InChI=1S/C19H32N2O/c1-4-7-10-17-11-13-18(14-12-17)20-19(22)21(15-8-5-2)16-9-6-3/h11-14H,4-10,15-16H2,1-3H3,(H,20,22)",ZSQJFAFRRMBAPQ-UHFFFAOYSA-N,DTXSID50608131,DSSTox_Substance_Id,DTXSID50608131,"N,N-Dibutyl-N'-(4-butylphenyl)urea"
27,O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,O=C(Nc1ccc(Oc2ccccc2)cc1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C27H24N2O2/c30-27(28-24-16-18-26(19-17-24)31-25-14-8-3-9-15-25)29(20-22-10-4-1-5-11-22)21-23-12-6-2-7-13-23/h1-19H,20-21H2,(H,28,30)",QSYRUHADNYPGOI-UHFFFAOYSA-N,DTXSID00608166,DSSTox_Substance_Id,DTXSID00608166,"N,N-Dibenzyl-N'-(4-phenoxyphenyl)urea"
28,CCCCCCCCCCCN(CCCCCCCCCCC)C(=O)NC1=C(C)C=C(C)C=C1,CCCCCCCCCCCN(CCCCCCCCCCC)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C31H56N2O/c1-5-7-9-11-13-15-17-19-21-25-33(26-22-20-18-16-14-12-10-8-6-2)31(34)32-30-24-23-28(3)27-29(30)4/h23-24,27H,5-22,25-26H2,1-4H3,(H,32,34)",MMNCLVOZLVBESW-UHFFFAOYSA-N,DTXSID10608132,DSSTox_Substance_Id,DTXSID10608132,"N'-(2,4-Dimethylphenyl)-N,N-diundecylurea"
29,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)NC1=C(C)C=C(C)C=C1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C33H60N2O/c1-5-7-9-11-13-15-17-19-21-23-27-35(28-24-22-20-18-16-14-12-10-8-6-2)33(36)34-32-26-25-30(3)29-31(32)4/h25-26,29H,5-24,27-28H2,1-4H3,(H,34,36)",RICOMJBVCBVCPA-UHFFFAOYSA-N,DTXSID40608145,DSSTox_Substance_Id,DTXSID40608145,"N'-(2,4-Dimethylphenyl)-N,N-didodecylurea"
30,CCCCN(CCCC)C(=O)NC1=CC(Br)=CC=C1,CCCCN(CCCC)C(=O)Nc1cccc(Br)c1,"InChI=1S/C15H23BrN2O/c1-3-5-10-18(11-6-4-2)15(19)17-14-9-7-8-13(16)12-14/h7-9,12H,3-6,10-11H2,1-2H3,(H,17,19)",CLNWLMJLAHUVOJ-UHFFFAOYSA-N,DTXSID70608133,DSSTox_Substance_Id,DTXSID70608133,"N'-(3-Bromophenyl)-N,N-dibutylurea"
31,CCCCN(CCCC)C(=O)NC1=CC(Cl)=CC(Cl)=C1,CCCCN(CCCC)C(=O)Nc1cc(Cl)cc(Cl)c1,"InChI=1S/C15H22Cl2N2O/c1-3-5-7-19(8-6-4-2)15(20)18-14-10-12(16)9-13(17)11-14/h9-11H,3-8H2,1-2H3,(H,18,20)",XYOUIZSNPKALSK-UHFFFAOYSA-N,DTXSID00409357,DSSTox_Substance_Id,DTXSID00409357,"Urea, N,N-dibutyl-N'-(3,5-dichlorophenyl)-"
32,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC(C)=CC(C)=C1,CCCCN(Cc1ccccc1)C(=O)Nc1cc(C)cc(C)c1,"InChI=1S/C20H26N2O/c1-4-5-11-22(15-18-9-7-6-8-10-18)20(23)21-19-13-16(2)12-17(3)14-19/h6-10,12-14H,4-5,11,15H2,1-3H3,(H,21,23)",RBQXUXOVVFMJTC-UHFFFAOYSA-N,DTXSID50547879,DSSTox_Substance_Id,DTXSID50547879,"N-Benzyl-N-butyl-N'-(3,5-dimethylphenyl)urea"
33,CC1=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccc(Cl)cc1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H21ClN2O/c1-17-12-13-20(23)14-21(17)24-22(26)25(15-18-8-4-2-5-9-18)16-19-10-6-3-7-11-19/h2-14H,15-16H2,1H3,(H,24,26)",QTJZUZAPBCEYJS-UHFFFAOYSA-N,DTXSID30403348,DSSTox_Substance_Id,DTXSID30403348,"Urea, N'-(5-chloro-2-methylphenyl)-N,N-bis(phenylmethyl)-"
34,BrC1=CC=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C1,O=C(Nc1cccc(Br)c1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19BrN2O/c22-19-12-7-13-20(14-19)23-21(25)24(15-17-8-3-1-4-9-17)16-18-10-5-2-6-11-18/h1-14H,15-16H2,(H,23,25)",DDACIMUTPFKIGT-UHFFFAOYSA-N,DTXSID10397610,DSSTox_Substance_Id,DTXSID10397610,"Urea, N'-(3-bromophenyl)-N,N-bis(phenylmethyl)-"
35,COC1=CC=CC=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,COc1ccccc1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H22N2O2/c1-26-21-15-9-8-14-20(21)23-22(25)24(16-18-10-4-2-5-11-18)17-19-12-6-3-7-13-19/h2-15H,16-17H2,1H3,(H,23,25)",JYPVEPSDXKIORG-UHFFFAOYSA-N,DTXSID80393987,DSSTox_Substance_Id,DTXSID80393987,"1,1-dibenzyl-3-(2-methoxyphenyl)urea"
36,CCCCCCCN(CCCCCCC)C(=O)NC1=C(C)C=C(C)C=C1,CCCCCCCN(CCCCCCC)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C23H40N2O/c1-5-7-9-11-13-17-25(18-14-12-10-8-6-2)23(26)24-22-16-15-20(3)19-21(22)4/h15-16,19H,5-14,17-18H2,1-4H3,(H,24,26)",ZXTVIGMUOUZQCR-UHFFFAOYSA-N,DTXSID50608136,DSSTox_Substance_Id,DTXSID50608136,"N'-(2,4-Dimethylphenyl)-N,N-diheptylurea"
37,FC(F)(F)C1=CC=CC=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,O=C(Nc1ccccc1C(F)(F)F)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H19F3N2O/c23-22(24,25)19-13-7-8-14-20(19)26-21(28)27(15-17-9-3-1-4-10-17)16-18-11-5-2-6-12-18/h1-14H,15-16H2,(H,26,28)",BLMMMPXZBCZKPM-UHFFFAOYSA-N,DTXSID80309725,DSSTox_Substance_Id,DTXSID80309725,"N,N-Dibenzyl-N'-[2-(trifluoromethyl)phenyl]urea"
